t_min,SoC_true_%,I_mA,Vterm_V,phase,STAT,fw_old_%,fw_new_%
0.000,3.00,300.0,3.5000,CC,0,5.0,5.0
0.083,3.07,300.0,3.5042,CC,0,5.1,5.1
0.167,3.14,300.0,3.5083,CC,0,5.1,5.1
0.250,3.21,300.0,3.5125,CC,0,5.2,5.2
0.333,3.28,300.0,3.5167,CC,0,5.2,5.2
0.417,3.35,300.0,3.5208,CC,0,5.3,5.3
0.500,3.42,300.0,3.5250,CC,0,5.3,5.3
0.583,3.49,300.0,3.5292,CC,0,5.4,5.4
0.667,3.56,300.0,3.5333,CC,0,5.4,5.4
0.750,3.62,300.0,3.5375,CC,0,5.5,5.5
0.833,3.69,300.0,3.5417,CC,0,5.5,5.5
0.917,3.76,300.0,3.5458,CC,0,5.6,5.6
1.000,3.83,300.0,3.5500,CC,0,5.6,5.6
1.083,3.90,300.0,3.5542,CC,0,5.7,5.7
1.167,3.97,300.0,3.5583,CC,0,5.7,5.7
1.250,4.04,300.0,3.5625,CC,0,5.8,5.8
1.333,4.11,300.0,3.5667,CC,0,5.8,5.8
1.417,4.18,300.0,3.5708,CC,0,5.9,5.9
1.500,4.25,300.0,3.5750,CC,0,6.0,6.0
1.583,4.32,300.0,3.5792,CC,0,6.0,6.0
1.667,4.39,300.0,3.5833,CC,0,6.1,6.1
1.750,4.46,300.0,3.5875,CC,0,6.1,6.1
1.833,4.53,300.0,3.5917,CC,0,6.2,6.2
1.917,4.60,300.0,3.5958,CC,0,6.2,6.2
2.000,4.67,300.0,3.6000,CC,0,6.3,6.3
2.083,4.74,300.0,3.6042,CC,0,6.3,6.3
2.167,4.81,300.0,3.6083,CC,0,6.4,6.4
2.250,4.87,300.0,3.6125,CC,0,6.4,6.4
2.333,4.94,300.0,3.6167,CC,0,6.5,6.5
2.417,5.01,300.0,3.6203,CC,0,6.5,6.5
2.500,5.08,300.0,3.6220,CC,0,6.6,6.6
2.583,5.15,300.0,3.6237,CC,0,6.6,6.6
2.667,5.22,300.0,3.6253,CC,0,6.7,6.7
2.750,5.29,300.0,3.6270,CC,0,6.7,6.7
2.833,5.36,300.0,3.6287,CC,0,6.8,6.8
2.917,5.43,300.0,3.6303,CC,0,6.8,6.8
3.000,5.50,300.0,3.6320,CC,0,6.9,6.9
3.083,5.57,300.0,3.6337,CC,0,7.0,7.0
3.167,5.64,300.0,3.6353,CC,0,7.0,7.0
3.250,5.71,300.0,3.6370,CC,0,7.1,7.1
3.333,5.78,300.0,3.6387,CC,0,7.1,7.1
3.417,5.85,300.0,3.6403,CC,0,7.2,7.2
3.500,5.92,300.0,3.6420,CC,0,7.2,7.2
3.583,5.99,300.0,3.6437,CC,0,7.3,7.3
3.667,6.06,300.0,3.6453,CC,0,7.3,7.3
3.750,6.12,300.0,3.6470,CC,0,7.4,7.4
3.833,6.19,300.0,3.6487,CC,0,7.4,7.4
3.917,6.26,300.0,3.6503,CC,0,7.5,7.5
4.000,6.33,300.0,3.6520,CC,0,7.5,7.5
4.083,6.40,300.0,3.6537,CC,0,7.6,7.6
4.167,6.47,300.0,3.6553,CC,0,7.6,7.6
4.250,6.54,300.0,3.6570,CC,0,7.7,7.7
4.333,6.61,300.0,3.6587,CC,0,7.7,7.7
4.417,6.68,300.0,3.6603,CC,0,7.8,7.8
4.500,6.75,300.0,3.6620,CC,0,7.8,7.8
4.583,6.82,300.0,3.6637,CC,0,7.9,7.9
4.667,6.89,300.0,3.6653,CC,0,8.0,8.0
4.750,6.96,300.0,3.6670,CC,0,8.0,8.0
4.833,7.03,300.0,3.6687,CC,0,8.1,8.1
4.917,7.10,300.0,3.6703,CC,0,8.1,8.1
5.000,7.17,300.0,3.6720,CC,0,8.2,8.2
5.083,7.24,300.0,3.6737,CC,0,8.2,8.2
5.167,7.31,300.0,3.6753,CC,0,8.3,8.3
5.250,7.37,300.0,3.6770,CC,0,8.3,8.3
5.333,7.44,300.0,3.6787,CC,0,8.4,8.4
5.417,7.51,300.0,3.6803,CC,0,8.4,8.4
5.500,7.58,300.0,3.6820,CC,0,8.5,8.5
5.583,7.65,300.0,3.6837,CC,0,8.5,8.5
5.667,7.72,300.0,3.6853,CC,0,8.6,8.6
5.750,7.79,300.0,3.6870,CC,0,8.6,8.6
5.833,7.86,300.0,3.6887,CC,0,8.7,8.7
5.917,7.93,300.0,3.6903,CC,0,8.7,8.7
6.000,8.00,300.0,3.6920,CC,0,8.8,8.8
6.083,8.07,300.0,3.6937,CC,0,8.9,8.9
6.167,8.14,300.0,3.6953,CC,0,8.9,8.9
6.250,8.21,300.0,3.6970,CC,0,9.0,9.0
6.333,8.28,300.0,3.6987,CC,0,9.0,9.0
6.417,8.35,300.0,3.7003,CC,0,9.1,9.1
6.500,8.42,300.0,3.7020,CC,0,9.1,9.1
6.583,8.49,300.0,3.7037,CC,0,9.2,9.2
6.667,8.56,300.0,3.7053,CC,0,9.2,9.2
6.750,8.62,300.0,3.7070,CC,0,9.3,9.3
6.833,8.69,300.0,3.7087,CC,0,9.3,9.3
6.917,8.76,300.0,3.7103,CC,0,9.4,9.4
7.000,8.83,300.0,3.7120,CC,0,9.4,9.4
7.083,8.90,300.0,3.7137,CC,0,9.5,9.5
7.167,8.97,300.0,3.7153,CC,0,9.5,9.5
7.250,9.04,300.0,3.7170,CC,0,9.6,9.6
7.333,9.11,300.0,3.7187,CC,0,9.6,9.6
7.417,9.18,300.0,3.7203,CC,0,9.7,9.7
7.500,9.25,300.0,3.7220,CC,0,9.8,9.8
7.583,9.32,300.0,3.7237,CC,0,9.8,9.8
7.667,9.39,300.0,3.7253,CC,0,9.9,9.9
7.750,9.46,300.0,3.7270,CC,0,9.9,9.9
7.833,9.53,300.0,3.7287,CC,0,10.0,10.0
7.917,9.60,300.0,3.7303,CC,0,10.0,10.0
8.000,9.67,300.0,3.7320,CC,0,10.1,10.1
8.083,9.74,300.0,3.7337,CC,0,10.1,10.1
8.167,9.81,300.0,3.7353,CC,0,10.2,10.2
8.250,9.87,300.0,3.7370,CC,0,10.2,10.2
8.333,9.94,300.0,3.7387,CC,0,10.3,10.3
8.417,10.01,300.0,3.7401,CC,0,10.3,10.3
8.500,10.08,300.0,3.7408,CC,0,10.4,10.4
8.583,10.15,300.0,3.7415,CC,0,10.4,10.4
8.667,10.22,300.0,3.7422,CC,0,10.5,10.5
8.750,10.29,300.0,3.7429,CC,0,10.5,10.5
8.833,10.36,300.0,3.7436,CC,0,10.6,10.6
8.917,10.43,300.0,3.7443,CC,0,10.6,10.6
9.000,10.50,300.0,3.7450,CC,0,10.7,10.7
9.083,10.57,300.0,3.7457,CC,0,10.8,10.8
9.167,10.64,300.0,3.7464,CC,0,10.8,10.8
9.250,10.71,300.0,3.7471,CC,0,10.9,10.9
9.333,10.78,300.0,3.7478,CC,0,10.9,10.9
9.417,10.85,300.0,3.7485,CC,0,11.0,11.0
9.500,10.92,300.0,3.7492,CC,0,11.0,11.0
9.583,10.99,300.0,3.7499,CC,0,11.1,11.1
9.667,11.06,300.0,3.7506,CC,0,11.1,11.1
9.750,11.12,300.0,3.7512,CC,0,11.2,11.2
9.833,11.19,300.0,3.7519,CC,0,11.2,11.2
9.917,11.26,300.0,3.7526,CC,0,11.3,11.3
10.000,11.33,300.0,3.7533,CC,0,11.3,11.3
10.083,11.40,300.0,3.7540,CC,0,11.4,11.4
10.167,11.47,300.0,3.7547,CC,0,11.4,11.4
10.250,11.54,300.0,3.7554,CC,0,11.5,11.5
10.333,11.61,300.0,3.7561,CC,0,11.5,11.5
10.417,11.68,300.0,3.7568,CC,0,11.6,11.6
10.500,11.75,300.0,3.7575,CC,0,11.7,11.7
10.583,11.82,300.0,3.7582,CC,0,11.7,11.7
10.667,11.89,300.0,3.7589,CC,0,11.8,11.8
10.750,11.96,300.0,3.7596,CC,0,11.8,11.8
10.833,12.03,300.0,3.7603,CC,0,11.9,11.9
10.917,12.10,300.0,3.7610,CC,0,11.9,11.9
11.000,12.17,300.0,3.7617,CC,0,12.0,12.0
11.083,12.24,300.0,3.7624,CC,0,12.0,12.0
11.167,12.31,300.0,3.7631,CC,0,12.1,12.1
11.250,12.37,300.0,3.7637,CC,0,12.1,12.1
11.333,12.44,300.0,3.7644,CC,0,12.2,12.2
11.417,12.51,300.0,3.7651,CC,0,12.2,12.2
11.500,12.58,300.0,3.7658,CC,0,12.3,12.3
11.583,12.65,300.0,3.7665,CC,0,12.3,12.3
11.667,12.72,300.0,3.7672,CC,0,12.4,12.4
11.750,12.79,300.0,3.7679,CC,0,12.4,12.4
11.833,12.86,300.0,3.7686,CC,0,12.5,12.5
11.917,12.93,300.0,3.7693,CC,0,12.5,12.5
12.000,13.00,300.0,3.7700,CC,0,12.6,12.6
12.083,13.07,300.0,3.7707,CC,0,12.7,12.7
12.167,13.14,300.0,3.7714,CC,0,12.7,12.7
12.250,13.21,300.0,3.7721,CC,0,12.8,12.8
12.333,13.28,300.0,3.7728,CC,0,12.8,12.8
12.417,13.35,300.0,3.7735,CC,0,12.9,12.9
12.500,13.42,300.0,3.7742,CC,0,12.9,12.9
12.583,13.49,300.0,3.7749,CC,0,13.0,13.0
12.667,13.56,300.0,3.7756,CC,0,13.0,13.0
12.750,13.62,300.0,3.7763,CC,0,13.1,13.1
12.833,13.69,300.0,3.7769,CC,0,13.1,13.1
12.917,13.76,300.0,3.7776,CC,0,13.2,13.2
13.000,13.83,300.0,3.7783,CC,0,13.2,13.2
13.083,13.90,300.0,3.7790,CC,0,13.3,13.3
13.167,13.97,300.0,3.7797,CC,0,13.3,13.3
13.250,14.04,300.0,3.7804,CC,0,13.4,13.4
13.333,14.11,300.0,3.7811,CC,0,13.4,13.4
13.417,14.18,300.0,3.7818,CC,0,13.5,13.5
13.500,14.25,300.0,3.7825,CC,0,13.5,13.5
13.583,14.32,300.0,3.7832,CC,0,13.6,13.6
13.667,14.39,300.0,3.7839,CC,0,13.7,13.7
13.750,14.46,300.0,3.7846,CC,0,13.7,13.7
13.833,14.53,300.0,3.7853,CC,0,13.8,13.8
13.917,14.60,300.0,3.7860,CC,0,13.8,13.8
14.000,14.67,300.0,3.7867,CC,0,13.9,13.9
14.083,14.74,300.0,3.7874,CC,0,13.9,13.9
14.167,14.81,300.0,3.7881,CC,0,14.0,14.0
14.250,14.87,300.0,3.7887,CC,0,14.0,14.0
14.333,14.94,300.0,3.7894,CC,0,14.1,14.1
14.417,15.01,300.0,3.7901,CC,0,14.1,14.1
14.500,15.08,300.0,3.7908,CC,0,14.2,14.2
14.583,15.15,300.0,3.7915,CC,0,14.2,14.2
14.667,15.22,300.0,3.7922,CC,0,14.3,14.3
14.750,15.29,300.0,3.7929,CC,0,14.3,14.3
14.833,15.36,300.0,3.7936,CC,0,14.4,14.4
14.917,15.43,300.0,3.7943,CC,0,14.4,14.4
15.000,15.50,300.0,3.7950,CC,0,14.5,14.5
15.083,15.57,300.0,3.7957,CC,0,14.6,14.6
15.167,15.64,300.0,3.7964,CC,0,14.6,14.6
15.250,15.71,300.0,3.7971,CC,0,14.7,14.7
15.333,15.78,300.0,3.7978,CC,0,14.7,14.7
15.417,15.85,300.0,3.7985,CC,0,14.8,14.8
15.500,15.92,300.0,3.7992,CC,0,14.8,14.8
15.583,15.99,300.0,3.7999,CC,0,14.9,14.9
15.667,16.06,300.0,3.8006,CC,0,14.9,14.9
15.750,16.12,300.0,3.8013,CC,0,15.0,15.0
15.833,16.19,300.0,3.8019,CC,0,15.0,15.0
15.917,16.26,300.0,3.8026,CC,0,15.1,15.1
16.000,16.33,300.0,3.8033,CC,0,15.1,15.1
16.083,16.40,300.0,3.8040,CC,0,15.2,15.2
16.167,16.47,300.0,3.8047,CC,0,15.2,15.2
16.250,16.54,300.0,3.8054,CC,0,15.3,15.3
16.333,16.61,300.0,3.8061,CC,0,15.3,15.3
16.417,16.68,300.0,3.8068,CC,0,15.4,15.4
16.500,16.75,300.0,3.8075,CC,0,15.4,15.4
16.583,16.82,300.0,3.8082,CC,0,15.5,15.5
16.667,16.89,300.0,3.8089,CC,0,15.6,15.6
16.750,16.96,300.0,3.8096,CC,0,15.6,15.6
16.833,17.03,300.0,3.8103,CC,0,15.7,15.7
16.917,17.10,300.0,3.8110,CC,0,15.7,15.7
17.000,17.17,300.0,3.8117,CC,0,15.8,15.8
17.083,17.24,300.0,3.8124,CC,0,15.8,15.8
17.167,17.31,300.0,3.8131,CC,0,15.9,15.9
17.250,17.37,300.0,3.8137,CC,0,15.9,15.9
17.333,17.44,300.0,3.8144,CC,0,16.0,16.0
17.417,17.51,300.0,3.8151,CC,0,16.0,16.0
17.500,17.58,300.0,3.8158,CC,0,16.1,16.1
17.583,17.65,300.0,3.8165,CC,0,16.1,16.1
17.667,17.72,300.0,3.8172,CC,0,16.2,16.2
17.750,17.79,300.0,3.8179,CC,0,16.2,16.2
17.833,17.86,300.0,3.8186,CC,0,16.3,16.3
17.917,17.93,300.0,3.8193,CC,0,16.3,16.3
18.000,18.00,300.0,3.8200,CC,0,16.4,16.4
18.083,18.07,300.0,3.8207,CC,0,16.5,16.5
18.167,18.14,300.0,3.8214,CC,0,16.5,16.5
18.250,18.21,300.0,3.8221,CC,0,16.6,16.6
18.333,18.28,300.0,3.8228,CC,0,16.6,16.6
18.417,18.35,300.0,3.8235,CC,0,16.7,16.7
18.500,18.42,300.0,3.8242,CC,0,16.7,16.7
18.583,18.49,300.0,3.8249,CC,0,16.8,16.8
18.667,18.56,300.0,3.8256,CC,0,16.8,16.8
18.750,18.62,300.0,3.8262,CC,0,16.9,16.9
18.833,18.69,300.0,3.8269,CC,0,16.9,16.9
18.917,18.76,300.0,3.8276,CC,0,17.0,17.0
19.000,18.83,300.0,3.8283,CC,0,17.0,17.0
19.083,18.90,300.0,3.8290,CC,0,17.1,17.1
19.167,18.97,300.0,3.8297,CC,0,17.1,17.1
19.250,19.04,300.0,3.8304,CC,0,17.2,17.2
19.333,19.11,300.0,3.8311,CC,0,17.2,17.2
19.417,19.18,300.0,3.8318,CC,0,17.3,17.3
19.500,19.25,300.0,3.8325,CC,0,17.4,17.4
19.583,19.32,300.0,3.8332,CC,0,17.4,17.4
19.667,19.39,300.0,3.8339,CC,0,17.5,17.5
19.750,19.46,300.0,3.8346,CC,0,17.5,17.5
19.833,19.53,300.0,3.8353,CC,0,17.6,17.6
19.917,19.60,300.0,3.8360,CC,0,17.6,17.6
20.000,19.67,300.0,3.8367,CC,0,17.7,17.7
20.083,19.74,300.0,3.8374,CC,0,17.7,17.7
20.167,19.81,300.0,3.8381,CC,0,17.8,17.8
20.250,19.87,300.0,3.8387,CC,0,17.8,17.8
20.333,19.94,300.0,3.8394,CC,0,17.9,17.9
20.417,20.01,300.0,3.8401,CC,0,17.9,17.9
20.500,20.08,300.0,3.8403,CC,0,18.0,18.0
20.583,20.15,300.0,3.8406,CC,0,18.0,18.0
20.667,20.22,300.0,3.8409,CC,0,18.1,18.1
20.750,20.29,300.0,3.8412,CC,0,18.1,18.1
20.833,20.36,300.0,3.8414,CC,0,18.2,18.2
20.917,20.43,300.0,3.8417,CC,0,18.2,18.2
21.000,20.50,300.0,3.8420,CC,0,18.3,18.3
21.083,20.57,300.0,3.8423,CC,0,18.4,18.4
21.167,20.64,300.0,3.8426,CC,0,18.4,18.4
21.250,20.71,300.0,3.8428,CC,0,18.5,18.5
21.333,20.78,300.0,3.8431,CC,0,18.5,18.5
21.417,20.85,300.0,3.8434,CC,0,18.6,18.6
21.500,20.92,300.0,3.8437,CC,0,18.6,18.6
21.583,20.99,300.0,3.8439,CC,0,18.7,18.7
21.667,21.06,300.0,3.8442,CC,0,18.7,18.7
21.750,21.12,300.0,3.8445,CC,0,18.8,18.8
21.833,21.19,300.0,3.8448,CC,0,18.8,18.8
21.917,21.26,300.0,3.8451,CC,0,18.9,18.9
22.000,21.33,300.0,3.8453,CC,0,18.9,18.9
22.083,21.40,300.0,3.8456,CC,0,19.0,19.0
22.167,21.47,300.0,3.8459,CC,0,19.0,19.0
22.250,21.54,300.0,3.8462,CC,0,19.1,19.1
22.333,21.61,300.0,3.8464,CC,0,19.1,19.1
22.417,21.68,300.0,3.8467,CC,0,19.2,19.2
22.500,21.75,300.0,3.8470,CC,0,19.2,19.2
22.583,21.82,300.0,3.8473,CC,0,19.3,19.3
22.667,21.89,300.0,3.8476,CC,0,19.4,19.4
22.750,21.96,300.0,3.8478,CC,0,19.4,19.4
22.833,22.03,300.0,3.8481,CC,0,19.5,19.5
22.917,22.10,300.0,3.8484,CC,0,19.5,19.5
23.000,22.17,300.0,3.8487,CC,0,19.6,19.6
23.083,22.24,300.0,3.8489,CC,0,19.6,19.6
